order_id,ship_date,buyer_region,product_category,order_value_usd,buyer_tenure_yrs,new_buyer,payment_terms_days,route_risk_flag,rep_confidence_score,loss_recorded,loss_type,loss_amount_usd,days_to_loss_recorded,notes,days_observed,observation_window,loss_amount_reported,loss_amount_usd_imputed,route_risk_ordinal,pred_loss_proba,pred_severity_if_loss,expected_loss,risk_adjusted_value
653,2024-10-12,EU-North,beauty,4667.64,1.9,0,90,high,0.68,0,none,0.0,,,254,164d+,1,0.0,2,0.3650690228392873,737.9186809039004,269.3912517724428,4398.248748227557
859,2024-05-09,Unknown,home_appliance,7337.19,3.2,0,60,medium,0.47,0,none,0.0,,,410,164d+,1,0.0,1,0.5434959016008012,721.1336778405209,391.93319841263565,6945.256801587364
1286,2024-07-11,EU-South,cleaning,3361.9,1.3,0,0,low,0.62,0,none,0.0,,,347,164d+,1,0.0,0,0.4372015977837377,381.87220507695935,166.95513820884577,3194.9448617911544
542,2025-06-14,EU-East,beauty,7481.56,1.4,0,60,low,0.43,1,return,2459.68,48.0,,9,<30d,1,2459.68,0,0.3373474371897542,613.0473789502349,206.80996216475782,7274.750037835242
619,2025-02-11,EU-West,cleaning,6405.91,3.7,0,30,medium,0.68,0,none,0.0,,,132,120-164d,1,0.0,1,0.4453388072057235,765.4500257542396,340.8846014449834,6065.025398555016
1391,2024-01-07,EU-South,pet_care,8521.1,5.4,0,0,high,0.56,1,default,,70.0,non-payment - escalated,533,164d+,0,5930.99,2,0.6338435759433506,1313.8395343855573,832.7687486906884,7688.3312513093115
411,2025-01-31,EU-North,home_appliance,34327.56,8.3,0,0,medium,0.57,0,none,0.0,,,143,120-164d,1,0.0,1,0.2551528174097605,485.4073602019964,123.85305554697383,34203.70694445302
1215,2024-08-04,EU-West,home_appliance,9449.01,3.3,0,90,low,0.4,0,none,0.0,,,323,164d+,1,0.0,0,0.39951118751826153,777.6911213420531,310.69630340977204,9138.313696590229
836,2024-08-16,EU-East,pet_care,9407.96,2.3,0,30,medium,0.6,0,none,0.0,,,311,164d+,1,0.0,1,0.5472397431649836,520.9557980527613,285.08771712670216,9122.872282873297
158,2025-03-08,EU-North,beauty,4241.71,3.4,0,30,low,0.62,0,none,0.0,,,107,90-120d,1,0.0,0,0.1119059803326718,618.355879353125,69.19772087348278,4172.512279126518
697,2024-06-13,EU-North,home_appliance,4042.11,2.4,0,60,medium,0.52,0,none,0.0,,,375,164d+,1,0.0,1,0.36331324058179476,680.6891575024928,247.30338364112234,3794.806616358878
1204,2025-02-27,EU-North,cleaning,7998.12,1.1,0,0,high,0.53,0,none,0.0,,,116,90-120d,1,0.0,2,0.5016322927853878,1019.3132428710916,511.3204390879345,7486.799560912065
141,2024-04-04,EU-East,pet_care,5530.87,2.9,0,30,medium,0.78,0,none,0.0,,,445,164d+,1,0.0,1,0.13144782013786394,240.81147821277088,31.654143875245445,5499.215856124754
161,2024-12-10,EU-West,pet_care,5410.19,4.5,0,30,high,0.53,0,none,0.0,,,195,164d+,1,0.0,2,0.38763256385067507,528.4443610504125,204.8422425264032,5205.347757473596
306,2024-02-28,EU-East,pet_care,7012.34,2.4,0,60,high,0.41,0,none,0.0,,,481,164d+,1,0.0,2,0.6085100231538623,718.5541523915897,437.2474039091101,6575.09259609089
1279,2024-03-25,EU-South,cleaning,28455.7,2.7,0,30,low,0.36,0,none,0.0,,,455,164d+,1,0.0,0,0.33901870847955196,812.8289360658306,275.5642161198462,28180.135783880156
1340,2025-05-19,EU-West,beauty,7068.18,3.5,0,0,low,0.48,0,none,0.0,,,35,30-60d,1,0.0,0,0.19243969247285203,721.6126583971086,138.8669180664568,6929.313081933544
1368,2025-02-12,EU-West,cleaning,17035.02,5.3,0,60,medium,0.2,0,none,0.0,,,131,120-164d,1,0.0,1,0.5473123408271908,552.2408458530982,302.24823004424707,16732.771769955754
1282,2024-05-22,EU-East,pet_care,9933.13,2.6,0,60,low,0.44,0,none,0.0,,,397,164d+,1,0.0,0,0.3247393269229681,605.9072123407615,196.76190031331078,9736.368099686688
867,2024-01-17,EU-South,cleaning,10395.15,1.6,0,60,low,0.39,1,freight_overrun,,42.0,,523,164d+,0,423.64,0,0.4141546763557776,719.3954696397021,297.94099790044345,10097.209002099557
570,2024-07-27,EU-East,beauty,16200.71,4.8,0,90,low,0.36,0,none,0.0,,,331,164d+,1,0.0,0,0.477040990389087,571.4493598413333,272.60476857591937,15928.10523142408
1094,2025-01-19,EU-West,pet_care,44374.17,10.3,0,30,medium,0.62,0,none,0.0,,,155,120-164d,1,0.0,1,0.24525802443717407,337.6582712447961,82.81340054037015,44291.35659945963
889,2024-06-06,EU-West,home_appliance,10223.22,4.6,0,30,high,0.26,0,none,0.0,,,382,164d+,1,0.0,2,0.5245000036355806,647.6292663646769,339.68155256278146,9883.538447437219
225,2025-04-04,EU-West,beauty,12247.84,1.5,0,60,low,0.18,0,none,0.0,,,80,60-90d,1,0.0,0,0.34047929326478693,711.9581348762539,242.40700259678277,12005.432997403217
969,2024-01-13,EU-East,beauty,8734.18,3.6,0,0,medium,0.5,0,none,0.0,,,527,164d+,1,0.0,1,0.5990998814523582,613.6583161866711,367.6426244796884,8366.537375520313
1166,2024-07-04,EU-South,beauty,8419.1,7.9,0,30,low,0.5,0,none,0.0,,,354,164d+,1,0.0,0,0.40376782461054034,1024.4452007346583,413.6380101333413,8005.461989866659
356,2024-03-02,EU-East,beauty,5716.43,0.7,1,90,low,0.22,0,none,0.0,,,478,164d+,1,0.0,0,0.3986159915898577,1061.3457717470424,423.0693972246501,5293.36060277535
755,2024-01-14,EU-North,cleaning,8124.1,5.4,0,30,high,0.62,0,none,0.0,,,526,164d+,1,0.0,2,0.5407132060860486,898.01041212572,485.56608903915185,7638.5339109608485
956,2024-09-10,EU-South,cleaning,3922.17,1.7,0,90,high,0.39,0,none,0.0,,,286,164d+,1,0.0,2,0.3413988115844993,692.8515341865472,236.53869037578428,3685.6313096242156
1182,2025-05-31,Unknown,pet_care,13051.02,1.2,0,60,low,0.17,0,none,0.0,,,23,<30d,1,0.0,0,0.2783498603260795,724.6401965409752,201.70349749384326,12849.316502506157
803,2024-06-07,EU-South,pet_care,11202.97,0.6,1,0,medium,0.17,0,none,0.0,,,381,164d+,1,0.0,1,0.7245110147884873,623.4140497360203,451.6703458076446,10751.299654192355
756,2024-12-21,EU-West,pet_care,11719.58,0.4,1,60,low,0.14,0,none,0.0,,,184,164d+,1,0.0,0,0.33476486025297625,788.3884597445576,263.92475255144603,11455.655247448554
410,2025-01-14,EU-South,home_appliance,9138.56,2.9,0,30,high,0.58,1,return,418.12,23.0,QC reject on arrival,160,120-164d,1,418.12,2,0.6369766023197881,589.9546400929297,375.78730216918785,8762.772697830811
680,2025-02-02,EU-West,home_appliance,19169.79,5.4,0,30,medium,0.67,0,none,0.0,,,141,120-164d,1,0.0,1,0.44986116973873924,683.5315574296244,307.49430597863307,18862.295694021366
27,2025-02-15,EU-East,home_appliance,6772.31,12.4,0,60,low,0.32,0,none,0.0,,,128,120-164d,1,0.0,0,0.303761951534274,418.4573332097626,127.11141616962546,6645.198583830375
1035,2025-01-09,EU-East,cleaning,13283.18,2.3,0,30,medium,0.57,0,none,0.0,,,165,164d+,1,0.0,1,0.5678875948449561,712.0232409584553,404.34916578160784,12878.830834218392
359,2025-02-19,EU-East,pet_care,25082.74,3.8,0,0,low,0.87,0,none,0.0,,,124,120-164d,1,0.0,0,0.1808080072747055,647.9055464628887,117.14651075818401,24965.59348924182
279,2024-09-11,EU-South,pet_care,6363.46,9.5,0,0,medium,0.67,0,none,0.0,,,285,164d+,1,0.0,1,0.37015271007433215,1079.7068301705226,399.65640927338563,5963.803590726615
535,2024-03-07,EU-West,cleaning,8740.88,5.0,0,60,medium,0.18,1,late_payment,236.27,102.0,remittance overdue,473,164d+,1,236.27,1,0.6283175209672789,588.979109353787,370.0658938906873,8370.814106109312
1290,2024-05-19,EU-East,beauty,15433.53,3.8,0,90,low,0.32,0,none,0.0,,,400,164d+,1,0.0,0,0.5389695569463318,541.8018060372614,292.01467935262514,15141.515320647375
4,2024-09-07,EU-North,home_appliance,15573.12,2.4,0,60,medium,0.61,1,freight_overrun,352.44,83.0,carrier surcharge applied,289,164d+,1,352.44,1,0.5311013855199057,668.1634707528857,354.8625450706466,15218.257454929355
24,2025-02-18,EU-South,beauty,3191.12,13.9,0,0,low,0.55,0,none,0.0,,,125,120-164d,1,0.0,0,0.20898122174958242,736.4131392548945,153.89651755393322,3037.2234824460666
962,2025-05-19,EU-East,home_appliance,4193.38,1.8,0,30,medium,0.4,0,none,0.0,,,35,30-60d,1,0.0,1,0.25866962411517613,586.9374282114632,151.82288393458734,4041.5571160654126
717,2024-01-13,EU-East,home_appliance,27536.27,2.9,0,0,medium,0.59,0,none,0.0,,buyer queried ETA,527,164d+,1,0.0,1,0.25336260007397005,658.531111314606,166.8471545922696,27369.42284540773
348,2024-11-24,EU-West,beauty,16606.15,5.1,0,60,high,0.09,1,freight_overrun,552.24,91.0,carrier surcharge applied,211,164d+,1,552.24,2,0.6692426224333551,581.1895371799359,388.9568099931282,16217.193190006874
532,2024-01-03,EU-North,cleaning,5580.6,3.3,0,0,low,0.73,0,none,0.0,,,537,164d+,1,0.0,0,0.25638674094448316,265.9435981746477,68.18441241104713,5512.415587588953
1351,2024-10-21,EU-North,home_appliance,7266.86,4.5,0,30,medium,0.76,0,none,0.0,,,245,164d+,1,0.0,1,0.13944507391801889,476.27216950355484,66.41380788151842,7200.446192118481
427,2024-09-02,EU-West,beauty,6301.85,7.2,0,90,high,0.34,0,none,0.0,,,294,164d+,1,0.0,2,0.496595797968049,857.2113267386129,425.6875428290114,5876.162457170989
896,2024-04-25,EU-South,home_appliance,9053.64,5.0,0,60,medium,0.39,0,none,0.0,,,424,164d+,1,0.0,1,0.37262691012576754,846.0576971611372,315.2638654812769,8738.376134518723
1224,2024-05-29,EU-North,pet_care,25290.35,0.7,1,0,high,0.25,1,default,20811.84,69.0,non-payment - escalated,390,164d+,1,20811.84,2,0.6941085876926638,2376.70275319869,1649.6897913880084,23640.66020861199
899,2024-12-27,EU-West,home_appliance,8229.55,4.6,0,60,low,0.46,0,none,0.0,,,178,164d+,1,0.0,0,0.2169843490078737,726.0554987626736,157.54267974260577,8072.007320257393
1247,2024-04-22,EU-North,cleaning,5629.96,4.8,0,60,low,0.53,1,late_payment,255.35,67.0,,427,164d+,1,255.35,0,0.34491124526856254,433.3364277082848,149.46260690109494,5480.497393098905
380,2025-02-18,EU-North,beauty,8890.5,2.0,0,0,medium,0.8,0,none,0.0,,,125,120-164d,1,0.0,1,0.36528626841572176,472.25153726040753,172.50700179944246,8717.992998200558
1366,2025-01-02,EU-East,pet_care,36144.81,2.6,0,30,low,0.69,0,none,0.0,,,172,164d+,1,0.0,0,0.10500298990651179,196.98138563425934,20.683634447524838,36124.126365552474
375,2024-03-12,EU-West,cleaning,30674.52,0.9,1,60,low,0.15,0,none,0.0,,,468,164d+,1,0.0,0,0.4333200835607367,441.33089535345863,191.23754045249544,30483.282459547507
1261,2024-02-06,EU-West,pet_care,6280.96,4.5,0,0,low,0.81,0,none,0.0,,,503,164d+,1,0.0,0,0.024037160669082583,488.495633842879,11.742048036826617,6269.217951963174
537,2024-01-13,EU-East,beauty,2586.93,1.1,0,30,low,0.62,1,late_payment,39.99,47.0,,527,164d+,1,39.99,0,0.54623817892399,70.94269975301549,38.75161112103857,2548.1783888789614
800,2024-09-07,EU-North,cleaning,7828.67,3.7,0,30,low,0.5,0,none,0.0,,,289,164d+,1,0.0,0,0.3765931347034419,774.2840515580798,291.5900581271387,7537.079941872861
649,2024-06-01,EU-North,home_appliance,9736.18,2.7,0,0,low,0.81,1,freight_overrun,198.51,16.0,container reweigh cost,387,164d+,1,198.51,0,0.4566601169186522,471.8547771517886,215.47725770276037,9520.70274229724
566,2024-05-06,EU-North,home_appliance,19598.2,5.8,0,30,medium,0.69,1,default,,72.0,account written off,413,164d+,0,5930.99,1,0.4705510264985415,878.3043153446056,413.28699716350286,19184.913002836496
232,2024-01-12,EU-East,pet_care,9674.69,2.9,0,30,low,0.54,0,none,0.0,,,528,164d+,1,0.0,0,0.3674680594659364,661.6423411821822,243.13242717471553,9431.557572825284
148,2024-06-15,EU-East,cleaning,12239.54,2.9,0,30,low,0.77,0,none,0.0,,,373,164d+,1,0.0,0,0.26987375556562,331.8986679386529,89.57073998383089,12149.96926001617
499,2024-11-28,Unknown,home_appliance,21335.53,2.6,0,0,medium,0.67,0,none,0.0,,,207,164d+,1,0.0,1,0.1848857833777224,639.7956679404758,118.28912326884803,21217.24087673115
168,2024-08-11,EU-South,home_appliance,10186.58,2.6,0,30,medium,0.51,0,none,0.0,,,316,164d+,1,0.0,1,0.4720983883058551,769.9595249741086,363.49665080101846,9823.083349198982
73,2024-02-09,EU-South,home_appliance,6348.46,2.4,0,30,low,0.5,0,none,0.0,,,500,164d+,1,0.0,0,0.33631013155185524,760.5337620205555,255.77520955476038,6092.68479044524
71,2024-06-23,Unknown,pet_care,12026.08,4.5,0,30,low,0.49,0,none,0.0,,,365,164d+,1,0.0,0,0.19824608772195876,855.118420490246,169.5238814011721,11856.556118598828
587,2024-01-25,EU-West,home_appliance,18714.82,1.8,0,30,medium,0.35,0,none,0.0,,,515,164d+,1,0.0,1,0.5976870893316175,620.0466816600097,370.5938964110992,18344.226103588902
861,2024-08-05,EU-North,cleaning,2857.04,3.3,0,0,medium,0.65,0,none,0.0,,,322,164d+,1,0.0,1,0.5879766141244784,372.145102827269,218.8126175233835,2638.2273824766166
172,2025-02-25,EU-East,beauty,14482.75,4.8,0,60,low,0.52,0,none,0.0,,,118,90-120d,1,0.0,0,0.422937854133108,647.6646004551612,273.9218763144827,14208.828123685518
131,2024-01-22,EU-West,home_appliance,10354.88,1.1,0,60,low,0.73,0,none,0.0,,,518,164d+,1,0.0,0,0.30110747877955524,493.04658276990824,148.46001345872236,10206.419986541277
169,2025-01-26,EU-West,beauty,22022.34,1.6,0,60,medium,0.46,0,none,0.0,,,148,120-164d,1,0.0,1,0.1860999251527928,620.0466816600097,115.39064104816535,21906.949358951835
265,2024-12-30,EU-South,pet_care,39194.4,2.3,0,60,medium,0.65,0,none,0.0,,,175,164d+,1,0.0,1,0.12045782994901919,229.469576324145,27.64140720332734,39166.75859279667
504,2025-02-24,EU-East,home_appliance,5448.6,3.4,0,60,high,0.46,0,none,0.0,,,119,90-120d,1,0.0,2,0.4038367761670097,450.6593721313723,181.99282799098214,5266.6071720090185
469,2024-01-11,Unknown,beauty,13846.44,1.4,0,0,high,0.5,1,freight_overrun,378.38,30.0,carrier surcharge applied,529,164d+,1,378.38,2,0.7853818832916446,741.649498991061,582.4780802599042,13263.961919740097
936,2025-03-08,EU-West,cleaning,2558.53,3.9,0,90,medium,0.85,0,none,0.0,,,107,90-120d,1,0.0,1,0.14727526920856993,153.5317985839747,22.61143696853081,2535.9185630314696
273,2025-02-14,EU-West,cleaning,51629.08,1.7,0,30,low,0.47,0,none,0.0,,,129,120-164d,1,0.0,0,0.32059722448011857,392.9543240242252,125.98006562962777,51503.09993437037
798,2024-02-08,EU-West,beauty,3885.46,3.3,0,30,medium,0.77,0,none,0.0,,,501,164d+,1,0.0,1,0.07576572162508904,485.1222353162179,36.755636235109506,3848.7043637648903
421,2024-01-24,EU-North,pet_care,3569.25,2.4,0,0,low,0.53,0,none,0.0,,,516,164d+,1,0.0,0,0.4468119960241805,691.7470002461871,309.0808579237381,3260.169142076262
493,2024-07-16,EU-North,beauty,7228.49,2.9,0,90,low,0.58,0,none,0.0,,,342,164d+,1,0.0,0,0.42616556982304005,716.8125993467559,305.4808498569447,6923.009150143055
878,2024-04-11,EU-West,home_appliance,18092.11,1.0,0,90,high,0.43,0,none,0.0,,,438,164d+,1,0.0,2,0.3877402807499492,575.2849863708431,223.0611621266614,17869.04883787334
563,2024-06-27,EU-South,beauty,14547.55,4.2,0,0,low,0.79,0,none,0.0,,,361,164d+,1,0.0,0,0.1349832032316034,580.7646706141778,78.39347556324877,14469.15652443675
1109,2025-05-18,EU-South,beauty,9266.96,1.4,0,30,low,0.44,0,none,0.0,,,36,30-60d,1,0.0,0,0.23731613655365513,678.8047615959684,161.09132349618017,9105.868676503818
43,2024-11-29,EU-North,home_appliance,28371.91,9.5,0,60,medium,0.65,0,none,0.0,,,206,164d+,1,0.0,1,0.5675246793641607,1079.1928156779527,612.4685566897359,27759.441443310265
57,2025-02-25,EU-East,home_appliance,21381.03,3.9,0,30,low,0.54,0,none,0.0,,,118,90-120d,1,0.0,0,0.2450050484174906,550.9311370057551,134.98090989679818,21246.0490901032
1112,2024-05-10,EU-East,beauty,5610.4,4.4,0,30,low,0.73,0,none,0.0,,,409,164d+,1,0.0,0,0.11637605232894929,217.95377123333716,25.364599486342687,5585.035400513657
666,2024-12-01,EU-North,pet_care,20667.1,10.2,0,60,high,0.39,0,none,0.0,,,204,164d+,1,0.0,2,0.39239069101759055,956.1301155428625,375.1765567405925,20291.923443259406
133,2024-05-07,EU-East,beauty,2723.07,1.3,0,30,high,0.77,0,none,0.0,,,412,164d+,1,0.0,2,0.19286935529837756,170.2529493232823,32.836576573628804,2690.2334234263712
784,2024-10-06,EU-North,home_appliance,10180.56,5.1,0,0,medium,0.72,0,none,0.0,,,260,164d+,1,0.0,1,0.4014784070971612,452.03975260793436,181.48419982162832,9999.07580017837
842,2024-01-31,EU-North,home_appliance,3880.5,2.6,0,60,medium,0.13,0,none,0.0,,,509,164d+,1,0.0,1,0.5342299248852156,460.99823320498683,246.27905149731723,3634.220948502683
39,2025-05-15,EU-West,pet_care,14605.28,3.0,0,60,medium,0.0,0,none,0.0,,,39,30-60d,1,0.0,1,0.5521527103220336,656.4824339216823,362.47855516866224,14242.801444831339
307,2024-04-22,EU-West,home_appliance,11391.19,1.7,0,60,low,0.48,0,none,0.0,,,427,164d+,1,0.0,0,0.2093395936590466,813.5053668883669,170.29888294386436,11220.891117056137
489,2025-05-22,EU-East,pet_care,5217.62,6.8,0,60,low,0.4,0,none,0.0,,,32,30-60d,1,0.0,0,0.06974851968745811,373.13117886958895,26.02534737538998,5191.59465262461
1254,2024-10-22,EU-North,cleaning,4798.8,5.0,0,30,medium,0.4,0,none,0.0,,,244,164d+,1,0.0,1,0.3004784491875382,567.0978228221913,170.40067433924136,4628.399325660759
541,2024-02-24,EU-South,home_appliance,5788.22,2.8,0,60,low,0.09,0,none,0.0,,,485,164d+,1,0.0,0,0.43230845584523075,728.4512162384548,314.91562045062665,5473.304379549374
271,2024-02-15,EU-West,home_appliance,8190.44,6.2,0,30,low,0.41,0,none,0.0,,,494,164d+,1,0.0,0,0.14388952446006864,681.4739348146959,98.0569604124184,8092.383039587581
409,2025-05-13,EU-West,beauty,17764.02,2.7,0,60,low,0.54,0,none,0.0,,,41,30-60d,1,0.0,0,0.3353042699724564,767.9177128820962,257.48608811684966,17506.53391188315
463,2024-08-14,Unknown,pet_care,6623.84,4.5,0,90,low,0.24,0,none,0.0,,,313,164d+,1,0.0,0,0.2487238298488226,682.36774856573,169.7211197885868,6454.118880211413
1233,2024-01-06,EU-West,pet_care,3312.33,2.8,0,30,low,0.51,0,none,0.0,,,534,164d+,1,0.0,0,0.42328562907292594,643.9261572089023,272.564688530682,3039.765311469318
167,2025-01-30,EU-South,home_appliance,7433.64,4.9,0,60,medium,0.51,0,none,0.0,,,144,120-164d,1,0.0,1,0.3871650159240691,947.8945520963747,366.99160935673126,7066.6483906432695
771,2025-04-07,EU-West,beauty,14503.06,2.7,0,90,high,0.23,0,none,0.0,,,77,60-90d,1,0.0,2,0.42988264917471203,679.9029727855702,292.2784911228231,14210.781508877177
72,2024-09-05,EU-East,home_appliance,3777.32,5.7,0,30,medium,0.79,0,none,0.0,,,291,164d+,1,0.0,1,0.029936667935531097,365.6366852004501,10.945944029894191,3766.374055970106
946,2024-12-15,EU-West,home_appliance,7231.47,6.9,0,90,medium,0.19,0,none,0.0,,,190,164d+,1,0.0,1,0.47885057917668217,646.671119446515,309.65884008379714,6921.811159916203
1096,2025-03-26,EU-East,beauty,5754.05,1.5,0,30,low,0.47,0,none,0.0,,,89,60-90d,1,0.0,0,0.2997268270878859,669.9644738029685,200.80632599456882,5553.243674005432
976,2024-11-21,EU-North,home_appliance,10471.63,12.0,0,0,medium,0.42,0,none,0.0,,,214,164d+,1,0.0,1,0.3860321037589375,533.0574604920439,205.77729289814042,10265.852707101858
534,2025-01-11,EU-North,pet_care,7876.43,4.8,0,30,low,0.83,0,none,0.0,,,163,120-164d,1,0.0,0,0.037137212143789115,651.0130623931624,24.17681020647269,7852.253189793528
1132,2024-07-28,EU-East,cleaning,14676.47,0.9,1,0,medium,0.19,1,freight_overrun,364.43,56.0,,330,164d+,1,364.43,1,0.8282429715853603,519.5029617142023,430.2746767575666,14246.195323242433
1318,2025-05-23,EU-West,pet_care,12874.59,10.3,0,60,high,0.56,0,none,0.0,,,31,30-60d,1,0.0,2,0.6692686711020376,858.2911341546463,574.4273667743408,12300.16263322566
1321,2025-03-03,EU-East,beauty,14944.74,1.1,0,30,medium,0.67,0,none,0.0,,,112,90-120d,1,0.0,1,0.37328386447985185,529.8855697700018,197.79773321585444,14746.942266784145
684,2024-10-09,EU-East,home_appliance,9129.49,1.4,0,0,medium,0.45,0,none,0.0,,,257,164d+,1,0.0,1,0.4043935733649768,573.341414996204,231.855583568447,8897.634416431552
1131,2025-06-01,EU-South,cleaning,12339.12,4.5,0,30,low,0.98,0,none,0.0,,,22,<30d,1,0.0,0,0.26924489293343956,704.1773111793558,189.596144754643,12149.523855245357
667,2024-03-25,EU-South,beauty,3425.54,1.8,0,30,high,0.71,0,none,0.0,,,455,164d+,1,0.0,2,0.5577366287985432,542.6605698508313,302.66167681049905,3122.878323189501
317,2024-11-06,EU-West,home_appliance,7216.87,3.8,0,0,high,0.54,0,none,0.0,,,229,164d+,1,0.0,2,0.5481837090633745,997.2346030747826,546.6677635198764,6670.202236480123
1352,2024-01-25,EU-South,cleaning,16785.16,4.3,0,90,low,0.35,1,dispute,2149.88,53.0,buyer disputes invoice,515,164d+,1,2149.88,0,0.6099826244883589,957.4971337564534,584.0566145888428,16201.103385411157
1199,2024-05-23,EU-West,pet_care,22921.05,6.3,0,60,high,0.44,1,freight_overrun,,40.0,carrier surcharge applied,396,164d+,0,423.64,2,0.7375604237798331,545.6479550486126,402.44833696025404,22518.601663039746
5,2024-07-29,EU-West,home_appliance,5529.95,0.5,1,30,high,0.44,0,none,0.0,,,329,164d+,1,0.0,2,0.5280535249721838,471.3268710334151,248.88581566330473,5281.064184336695
1209,2024-05-25,Unknown,cleaning,24724.28,3.3,0,60,low,0.42,0,none,0.0,,,394,164d+,1,0.0,0,0.3864047606539442,974.111186151646,376.40119973525645,24347.87880026474
1339,2024-07-20,EU-South,cleaning,1589.96,4.3,0,60,low,0.45,0,none,0.0,,,338,164d+,1,0.0,0,0.33198337480378903,229.0086306008634,76.0270580460689,1513.932941953931
747,2024-08-26,EU-West,home_appliance,18252.18,5.7,0,60,low,0.35,0,none,0.0,,,301,164d+,1,0.0,0,0.4137761770264278,623.341195385675,257.9237368097682,17994.256263190233
582,2025-06-16,EU-East,beauty,17012.84,1.4,0,0,medium,0.74,0,none,0.0,,,7,<30d,1,0.0,1,0.392836201702978,290.36926144900156,114.06755775892474,16898.772442241076
569,2024-05-27,EU-West,beauty,13894.53,4.9,0,90,medium,0.77,0,none,0.0,,,392,164d+,1,0.0,1,0.12695115322989328,473.9272496522565,60.1656108904255,13834.364389109574
526,2025-05-22,EU-West,home_appliance,30587.21,12.3,0,0,low,0.95,0,none,0.0,,,32,30-60d,1,0.0,0,0.05423979390091702,159.69197034597923,8.661659559197266,30578.5483404408
689,2024-07-26,EU-North,cleaning,12920.63,5.6,0,60,low,0.7,1,return,,96.0,buyer returned partial shipment,332,164d+,0,658.67,0,0.5932341400769523,861.1925604330835,510.888828029189,12409.74117197081
879,2025-04-03,EU-North,pet_care,22790.88,2.2,0,90,medium,0.46,0,none,0.0,,,81,60-90d,1,0.0,1,0.4199208639369395,1008.5825373436295,423.52485043304745,22367.355149566953
1045,2024-01-09,EU-West,beauty,5106.76,5.7,0,60,low,0.36,0,none,0.0,,,531,164d+,1,0.0,0,0.22276162131329327,490.73042853000015,109.31590588711002,4997.4440941128905
1237,2024-12-11,Unknown,beauty,6199.12,5.6,0,30,medium,0.88,1,dispute,1058.36,73.0,chargeback pending,194,164d+,1,1058.36,1,0.7795565350157236,616.1700576728209,480.33939513986286,5718.780604860137
1047,2024-10-19,EU-West,home_appliance,35504.52,6.3,0,90,low,0.47,0,none,0.0,,,247,164d+,1,0.0,0,0.18238672055185565,314.30055267874644,57.32424707071231,35447.195752929285
453,2024-01-24,EU-North,beauty,3657.6,5.9,0,30,low,0.7,0,none,0.0,,,516,164d+,1,0.0,0,0.22958618301892653,580.1377521690277,133.19161214566705,3524.408387854333
95,2024-09-17,EU-West,beauty,19523.0,0.8,1,90,high,0.05,0,none,0.0,,,279,164d+,1,0.0,2,0.47283692429835694,520.7181756499974,246.21478060059636,19276.785219399404
96,2024-02-04,EU-North,cleaning,4929.62,1.5,0,30,medium,0.57,1,return,,99.0,goods sent back,505,164d+,0,658.67,1,0.7830208804586817,678.711039963766,531.4449160894555,4398.175083910544
518,2025-03-12,EU-North,cleaning,12574.2,3.2,0,90,medium,0.23,0,none,0.0,,,103,90-120d,1,0.0,1,0.6098355269837987,712.4615965478223,434.4843931864598,12139.715606813541
984,2025-01-15,EU-East,home_appliance,16114.72,2.5,0,30,high,0.5,1,return,602.62,14.0,,159,120-164d,1,602.62,2,0.7556648236560105,604.7459325876869,456.985228505564,15657.734771494435
748,2024-05-05,EU-East,pet_care,21098.61,3.1,0,0,medium,0.34,0,none,0.0,,,414,164d+,1,0.0,1,0.3046200561386305,483.0400769565079,147.14369535969985,20951.4663046403
154,2024-02-22,EU-East,beauty,13294.85,1.4,0,30,high,0.33,0,none,0.0,,,487,164d+,1,0.0,2,0.4975485535468031,533.5734468830203,265.4786967076287,13029.371303292372
996,2024-12-10,EU-East,pet_care,7613.23,1.0,0,60,medium,0.36,0,none,0.0,,,195,164d+,1,0.0,1,0.45699277416512796,560.4989502835468,256.1439702067202,7357.0860297932795
768,2024-05-10,EU-West,beauty,31372.23,0.4,1,30,high,0.0,0,none,0.0,,,409,164d+,1,0.0,2,0.28947863953174946,470.0773123834011,136.07734086348816,31236.15265913651
1025,2024-02-18,EU-North,pet_care,12235.95,10.0,0,60,low,0.34,0,none,0.0,,,491,164d+,1,0.0,0,0.2844921872058255,1007.8996624538346,286.7395794555046,11949.210420544496
59,2024-11-07,EU-West,pet_care,14650.51,2.7,0,0,low,0.77,0,none,0.0,,,228,164d+,1,0.0,0,0.23048673191586927,480.22029978554184,110.68440749722855,14539.825592502772
464,2024-12-31,Unknown,beauty,22346.99,7.0,0,0,medium,0.7,0,none,0.0,,,174,164d+,1,0.0,1,0.3452206623107291,711.0493321889809,245.46892139388163,22101.52107860612
1145,2024-04-21,EU-East,beauty,12414.29,8.2,0,60,medium,0.45,0,none,0.0,,,428,164d+,1,0.0,1,0.3996156843253766,493.8833280478608,197.36352411474036,12216.92647588526
62,2025-04-24,EU-East,beauty,6307.58,0.6,1,30,medium,0.08,0,none,0.0,,,60,30-60d,1,0.0,1,0.661791602621247,478.91232342786606,316.94015403639247,5990.6398459636075
900,2025-05-24,EU-East,cleaning,25221.84,2.7,0,60,medium,0.59,0,none,0.0,,,30,<30d,1,0.0,1,0.2742031113769946,895.3099957242714,245.49678647451896,24976.34321352548
