order_id,ship_date,buyer_region,product_category,order_value_usd,buyer_tenure_yrs,new_buyer,payment_terms_days,route_risk_flag,rep_confidence_score,loss_recorded,loss_type,loss_amount_usd,days_to_loss_recorded,notes
452,2025-02-14,EU-South,pet_care,3814.5,0.4,1,90,low,0.0,0,none,0.0,,
604,2025-02-05,EU-North,cleaning,16896.81,4.4,0,30,low,0.63,0,none,0.0,,
548,2024-05-08,EU-West,pet_care,20057.73,5.1,0,60,medium,0.74,0,none,0.0,,
594,2025-03-28,EU-East,home_appliance,9659.76,1.4,0,30,low,0.75,0,none,0.0,,
957,2025-01-15,EU-North,beauty,24293.28,12.4,0,0,low,0.62,0,none,0.0,,
1195,2024-10-28,EU-South,home_appliance,12656.38,4.5,0,30,low,0.75,0,none,0.0,,"minor delay, no cost"
1057,2024-06-27,EU-South,cleaning,3519.24,1.3,0,60,medium,0.54,0,none,0.0,,
126,2024-06-07,EU-East,home_appliance,84260.79,5.6,0,30,low,0.54,0,none,0.0,,
591,2024-04-27,EU-South,home_appliance,6175.24,9.0,0,30,high,0.73,0,none,0.0,,
701,2025-04-01,EU-West,cleaning,8112.25,1.7,0,0,medium,0.85,0,none,0.0,,
455,2025-01-02,EU-West,pet_care,10513.1,0.8,1,30,medium,0.3,0,none,0.0,,
868,2025-05-13,EU-North,beauty,17400.78,5.8,0,60,high,0.58,0,none,0.0,,
1349,2024-01-24,EU-East,beauty,5581.49,2.8,0,60,medium,0.69,0,none,0.0,,
735,2025-04-17,EU-West,beauty,21308.59,3.5,0,30,low,0.75,0,none,0.0,,
1382,2025-05-18,EU-West,home_appliance,5922.4,1.6,0,0,medium,0.42,0,none,0.0,,
54,2024-06-09,EU-North,pet_care,9173.04,1.2,0,30,high,0.63,0,none,0.0,,
384,2024-07-01,EU-East,home_appliance,11269.55,5.0,0,60,medium,0.35,1,dispute,525.75,36.0,chargeback pending
694,2024-04-25,EU-West,home_appliance,26434.61,3.8,0,30,low,0.72,1,return,867.35,34.0,goods sent back
41,2025-03-28,EU-East,home_appliance,13709.55,7.5,0,30,medium,0.96,0,none,0.0,,
612,2025-03-15,EU-North,home_appliance,5208.6,1.1,0,0,medium,0.42,0,none,0.0,,
757,2024-01-01,EU-West,home_appliance,27134.71,3.3,0,30,medium,0.31,0,none,0.0,,
838,2024-03-10,EU-South,home_appliance,2621.35,13.3,0,90,low,0.34,1,dispute,823.0,28.0,
386,2024-01-30,EU-South,pet_care,14505.43,1.6,0,60,low,0.43,0,none,0.0,,
84,2025-01-21,EU-West,home_appliance,12200.63,2.3,0,30,high,0.6,0,none,0.0,,
116,2024-05-08,EU-South,home_appliance,11735.56,0.3,1,60,low,0.03,0,none,0.0,,
1078,2024-05-16,EU-East,home_appliance,5928.9,5.0,0,30,low,0.73,0,none,0.0,,
634,2024-12-15,EU-West,beauty,3376.55,0.8,1,60,low,0.13,1,return,586.45,81.0,buyer returned partial shipment
670,2024-12-05,EU-East,beauty,31881.62,5.0,0,0,medium,0.65,0,none,0.0,,
1344,2024-05-11,EU-East,cleaning,18077.66,3.0,0,0,low,0.49,0,none,0.0,,
658,2025-05-30,EU-West,beauty,15074.57,2.0,0,60,medium,0.74,0,none,0.0,,
1165,2025-04-01,EU-West,cleaning,3409.7,2.5,0,60,medium,0.53,1,late_payment,76.58,66.0,
1110,2025-04-13,EU-West,cleaning,67349.64,4.3,0,30,medium,0.87,0,none,0.0,,
713,2024-01-01,EU-South,home_appliance,3271.76,10.0,0,30,low,0.76,0,none,0.0,,
431,2024-10-17,EU-South,beauty,5206.19,4.4,0,30,high,0.61,0,none,0.0,,
97,2025-03-28,EU-West,pet_care,13978.66,6.8,0,30,low,0.4,0,none,0.0,,
1381,2024-06-02,EU-East,home_appliance,6036.24,6.4,0,60,high,0.26,0,none,0.0,,
1274,2025-03-15,EU-East,beauty,11843.34,5.1,0,0,medium,0.42,0,none,0.0,,
621,2024-11-12,EU-North,cleaning,4847.85,11.6,0,0,medium,0.79,0,none,0.0,,
49,2025-04-08,EU-North,cleaning,9972.25,1.4,0,90,medium,0.4,0,none,0.0,,
674,2024-08-05,EU-North,pet_care,2402.55,4.4,0,30,low,0.5,0,none,0.0,,
1147,2025-03-07,EU-North,pet_care,5831.6,3.2,0,0,medium,0.72,1,return,658.67,60.0,QC reject on arrival
682,2025-06-11,EU-West,home_appliance,23385.61,5.9,0,60,low,0.25,1,freight_overrun,321.8,115.0,extra freight billed
238,2024-04-06,EU-North,pet_care,12364.68,11.0,0,30,medium,0.59,0,none,0.0,,
55,2024-03-12,EU-North,home_appliance,5709.82,1.3,0,60,low,0.34,0,none,0.0,,
124,2025-05-03,EU-East,cleaning,15413.64,11.3,0,0,low,0.4,0,none,0.0,,
135,2024-05-20,EU-East,home_appliance,4667.92,1.9,0,60,low,0.46,0,none,0.0,,
269,2024-07-05,EU-West,home_appliance,2485.98,2.5,0,90,medium,0.46,0,none,0.0,,
98,2024-03-30,EU-West,cleaning,9179.48,5.0,0,30,low,0.65,0,none,0.0,,
221,2025-05-28,EU-West,home_appliance,11260.5,1.5,0,30,low,0.76,0,none,0.0,,
42,2024-03-28,EU-South,home_appliance,4877.52,10.0,0,30,medium,0.69,0,none,0.0,,
869,2024-10-15,EU-West,cleaning,3123.02,7.2,0,90,low,0.58,0,none,0.0,,
1343,2024-04-01,EU-East,home_appliance,21490.67,3.7,0,0,medium,0.4,0,none,0.0,,
749,2025-02-12,EU-North,cleaning,16531.72,3.4,0,0,high,0.61,1,dispute,,55.0,quality complaint raised
718,2024-04-28,EU-West,home_appliance,5473.8,4.0,0,60,high,0.47,0,none,0.0,,
986,2024-12-22,EU-South,cleaning,18729.58,6.6,0,0,low,0.57,0,none,0.0,,
607,2024-06-03,EU-South,beauty,3541.18,5.8,0,0,medium,0.36,0,none,0.0,,
13,2024-05-27,EU-North,pet_care,13017.47,0.9,1,0,low,0.28,0,none,0.0,,
1158,2024-06-22,EU-West,home_appliance,3232.63,3.4,0,90,high,0.5,1,dispute,2246.87,21.0,quality complaint raised
1111,2024-06-01,EU-West,beauty,18150.55,5.3,0,60,medium,0.42,0,none,0.0,,
1143,2024-06-27,EU-South,home_appliance,7029.86,1.4,0,0,medium,0.59,0,none,0.0,,
610,2024-09-06,EU-East,cleaning,11207.22,3.7,0,60,medium,0.52,0,none,0.0,,
1211,2024-05-10,,pet_care,9520.31,2.7,0,30,low,0.65,0,none,0.0,,
678,2024-01-19,EU-East,home_appliance,10361.71,1.5,0,60,medium,0.56,0,none,0.0,,
559,2024-10-08,EU-East,pet_care,13488.0,1.8,0,30,medium,0.77,0,none,0.0,,
501,2025-05-02,EU-North,beauty,18702.49,4.7,0,60,low,0.32,0,none,0.0,,
1190,2025-05-14,EU-North,beauty,3658.35,1.9,0,0,low,0.53,0,none,0.0,,
416,2024-12-23,EU-West,beauty,9010.82,3.5,0,0,low,0.49,0,none,0.0,,
817,2024-09-13,EU-South,home_appliance,18935.6,1.6,0,0,medium,0.52,1,return,821.5,57.0,
1241,2024-07-23,EU-South,cleaning,16664.46,9.8,0,0,low,0.8,0,none,0.0,,
490,2025-01-18,EU-East,beauty,9471.83,3.4,0,30,high,0.44,0,none,0.0,,
887,2024-10-30,EU-West,pet_care,9464.38,3.4,0,30,medium,0.66,0,none,0.0,,
447,2024-06-16,EU-South,home_appliance,16043.58,2.2,0,90,low,0.41,0,none,0.0,,
371,2024-01-08,EU-North,beauty,4001.99,1.6,0,90,low,0.4,0,none,0.0,,
1301,2025-06-03,EU-West,cleaning,6092.23,5.1,0,60,medium,0.38,0,none,0.0,,
337,2024-03-01,EU-West,pet_care,24036.69,6.0,0,60,medium,0.57,0,none,0.0,,
233,2024-04-12,EU-South,cleaning,20325.62,9.1,0,30,medium,0.56,1,freight_overrun,416.81,65.0,
472,2025-05-09,EU-East,beauty,6742.31,1.9,0,30,medium,0.84,0,none,0.0,,
663,2025-04-28,EU-West,beauty,13085.86,0.7,1,0,medium,0.35,0,none,0.0,,
596,2025-05-30,EU-West,cleaning,7493.28,3.3,0,30,medium,0.58,0,none,0.0,,
511,2025-02-23,EU-West,home_appliance,18226.72,9.3,0,60,medium,0.4,0,none,0.0,,
1085,2024-05-15,EU-South,pet_care,9465.15,1.2,0,90,medium,0.26,0,none,0.0,,
972,2024-11-21,EU-West,home_appliance,8145.51,1.2,0,0,high,0.75,1,freight_overrun,480.45,52.0,
595,2024-09-03,EU-West,beauty,2644.13,4.8,0,30,medium,0.36,0,none,0.0,,
206,2024-03-07,EU-West,home_appliance,8059.59,4.1,0,30,low,0.8,0,none,0.0,,
639,2024-06-05,EU-North,cleaning,15331.25,0.5,1,30,low,0.44,1,freight_overrun,764.14,72.0,carrier surcharge applied
479,2024-07-24,EU-North,beauty,3936.91,3.6,0,90,high,0.39,0,none,0.0,,
451,2025-05-24,EU-West,home_appliance,7707.02,2.9,0,60,medium,0.41,1,late_payment,349.1,67.0,
981,2024-05-22,EU-South,pet_care,13612.03,5.8,0,0,high,0.62,0,none,0.0,,
1117,2025-04-29,EU-West,home_appliance,10551.98,4.3,0,0,medium,0.5,0,none,0.0,,
1171,2024-10-11,EU-West,home_appliance,4777.05,5.5,0,30,low,0.21,0,none,0.0,,
653,2024-10-12,EU-North,beauty,4667.64,1.9,0,90,high,0.68,0,none,0.0,,
859,2024-05-09,,home_appliance,7337.19,3.2,0,60,medium,0.47,0,none,0.0,,
1286,2024-07-11,EU-South,cleaning,3361.9,1.3,0,0,low,0.62,0,none,0.0,,
542,2025-06-14,EU-East,beauty,7481.56,1.4,0,60,low,0.43,1,return,2459.68,48.0,
619,2025-02-11,EU-West,cleaning,6405.91,3.7,0,30,medium,0.68,0,none,0.0,,
1391,2024-01-07,EU-South,pet_care,8521.1,5.4,0,0,high,0.56,1,default,,70.0,non-payment - escalated
411,2025-01-31,EU-North,home_appliance,34327.56,8.3,0,0,medium,0.57,0,none,0.0,,
1215,2024-08-04,EU-West,home_appliance,9449.01,3.3,0,90,low,0.4,0,none,0.0,,
836,2024-08-16,EU-East,pet_care,9407.96,2.3,0,30,medium,0.6,0,none,0.0,,
158,2025-03-08,EU-North,beauty,4241.71,3.4,0,30,low,0.62,0,none,0.0,,
697,2024-06-13,EU-North,home_appliance,4042.11,2.4,0,60,medium,0.52,0,none,0.0,,
1204,2025-02-27,EU-North,cleaning,7998.12,1.1,0,0,high,0.53,0,none,0.0,,
141,2024-04-04,EU-East,pet_care,5530.87,2.9,0,30,medium,0.78,0,none,0.0,,
161,2024-12-10,EU-West,pet_care,5410.19,4.5,0,30,high,0.53,0,none,0.0,,
306,2024-02-28,EU-East,pet_care,7012.34,2.4,0,60,high,0.41,0,none,0.0,,
1279,2024-03-25,EU-South,cleaning,28455.7,2.7,0,30,low,0.36,0,none,0.0,,
1340,2025-05-19,EU-West,beauty,7068.18,3.5,0,0,low,0.48,0,none,0.0,,
1368,2025-02-12,EU-West,cleaning,17035.02,5.3,0,60,medium,0.2,0,none,0.0,,
1282,2024-05-22,EU-East,pet_care,9933.13,2.6,0,60,low,0.44,0,none,0.0,,
867,2024-01-17,EU-South,cleaning,10395.15,1.6,0,60,low,0.39,1,freight_overrun,,42.0,
570,2024-07-27,EU-East,beauty,16200.71,4.8,0,90,low,0.36,0,none,0.0,,
1094,2025-01-19,EU-West,pet_care,44374.17,10.3,0,30,medium,0.62,0,none,0.0,,
889,2024-06-06,EU-West,home_appliance,10223.22,4.6,0,30,high,0.26,0,none,0.0,,
225,2025-04-04,EU-West,beauty,12247.84,1.5,0,60,low,0.18,0,none,0.0,,
969,2024-01-13,EU-East,beauty,8734.18,3.6,0,0,medium,0.5,0,none,0.0,,
1166,2024-07-04,EU-South,beauty,8419.1,7.9,0,30,low,0.5,0,none,0.0,,
356,2024-03-02,EU-East,beauty,5716.43,0.7,1,90,low,0.22,0,none,0.0,,
755,2024-01-14,EU-North,cleaning,8124.1,5.4,0,30,high,0.62,0,none,0.0,,
956,2024-09-10,EU-South,cleaning,3922.17,1.7,0,90,high,0.39,0,none,0.0,,
1182,2025-05-31,,pet_care,13051.02,1.2,0,60,low,0.17,0,none,0.0,,
803,2024-06-07,EU-South,pet_care,11202.97,0.6,1,0,medium,0.17,0,none,0.0,,
756,2024-12-21,EU-West,pet_care,11719.58,0.4,1,60,low,0.14,0,none,0.0,,
410,2025-01-14,EU-South,home_appliance,9138.56,2.9,0,30,high,0.58,1,return,418.12,23.0,QC reject on arrival
680,2025-02-02,EU-West,home_appliance,19169.79,5.4,0,30,medium,0.67,0,none,0.0,,
27,2025-02-15,EU-East,home_appliance,6772.31,12.4,0,60,low,0.32,0,none,0.0,,
1035,2025-01-09,EU-East,cleaning,13283.18,2.3,0,30,medium,0.57,0,none,0.0,,
359,2025-02-19,EU-East,pet_care,25082.74,3.8,0,0,low,0.87,0,none,0.0,,
279,2024-09-11,EU-South,pet_care,6363.46,9.5,0,0,medium,0.67,0,none,0.0,,
535,2024-03-07,EU-West,cleaning,8740.88,5.0,0,60,medium,0.18,1,late_payment,236.27,102.0,remittance overdue
1290,2024-05-19,EU-East,beauty,15433.53,3.8,0,90,low,0.32,0,none,0.0,,
4,2024-09-07,EU-North,home_appliance,15573.12,2.4,0,60,medium,0.61,1,freight_overrun,352.44,83.0,carrier surcharge applied
24,2025-02-18,EU-South,beauty,3191.12,13.9,0,0,low,0.55,0,none,0.0,,
962,2025-05-19,EU-East,home_appliance,4193.38,1.8,0,30,medium,0.4,0,none,0.0,,
717,2024-01-13,EU-East,home_appliance,27536.27,2.9,0,0,medium,0.59,0,none,0.0,,buyer queried ETA
348,2024-11-24,EU-West,beauty,16606.15,5.1,0,60,high,0.09,1,freight_overrun,552.24,91.0,carrier surcharge applied
532,2024-01-03,EU-North,cleaning,5580.6,3.3,0,0,low,0.73,0,none,0.0,,
1351,2024-10-21,EU-North,home_appliance,7266.86,4.5,0,30,medium,0.76,0,none,0.0,,
427,2024-09-02,EU-West,beauty,6301.85,7.2,0,90,high,0.34,0,none,0.0,,
896,2024-04-25,EU-South,home_appliance,9053.64,5.0,0,60,medium,0.39,0,none,0.0,,
1224,2024-05-29,EU-North,pet_care,25290.35,0.7,1,0,high,0.25,1,default,20811.84,69.0,non-payment - escalated
899,2024-12-27,EU-West,home_appliance,8229.55,4.6,0,60,low,0.46,0,none,0.0,,
1247,2024-04-22,EU-North,cleaning,5629.96,4.8,0,60,low,0.53,1,late_payment,255.35,67.0,
380,2025-02-18,EU-North,beauty,8890.5,2.0,0,0,medium,0.8,0,none,0.0,,
1366,2025-01-02,EU-East,pet_care,36144.81,2.6,0,30,low,0.69,0,none,0.0,,
375,2024-03-12,EU-West,cleaning,30674.52,0.9,1,60,low,0.15,0,none,0.0,,
1261,2024-02-06,EU-West,pet_care,6280.96,4.5,0,0,low,0.81,0,none,0.0,,
537,2024-01-13,EU-East,beauty,2586.93,1.1,0,30,low,0.62,1,late_payment,39.99,47.0,
800,2024-09-07,EU-North,cleaning,7828.67,3.7,0,30,low,0.5,0,none,0.0,,
649,2024-06-01,EU-North,home_appliance,9736.18,2.7,0,0,low,0.81,1,freight_overrun,198.51,16.0,container reweigh cost
566,2024-05-06,EU-North,home_appliance,19598.2,5.8,0,30,medium,0.69,1,default,,72.0,account written off
232,2024-01-12,EU-East,pet_care,9674.69,2.9,0,30,low,0.54,0,none,0.0,,
148,2024-06-15,EU-East,cleaning,12239.54,2.9,0,30,low,0.77,0,none,0.0,,
499,2024-11-28,,home_appliance,21335.53,2.6,0,0,medium,0.67,0,none,0.0,,
168,2024-08-11,EU-South,home_appliance,10186.58,2.6,0,30,medium,0.51,0,none,0.0,,
73,2024-02-09,EU-South,home_appliance,6348.46,2.4,0,30,low,0.5,0,none,0.0,,
71,2024-06-23,,pet_care,12026.08,4.5,0,30,low,0.49,0,none,0.0,,
587,2024-01-25,EU-West,home_appliance,18714.82,1.8,0,30,medium,0.35,0,none,0.0,,n/a
861,2024-08-05,EU-North,cleaning,2857.04,3.3,0,0,medium,0.65,0,none,0.0,,
172,2025-02-25,EU-East,beauty,14482.75,4.8,0,60,low,0.52,0,none,0.0,,
131,2024-01-22,EU-West,home_appliance,10354.88,1.1,0,60,low,0.73,0,none,0.0,,
169,2025-01-26,EU-West,beauty,22022.34,1.6,0,60,medium,0.46,0,none,0.0,,
265,2024-12-30,EU-South,pet_care,39194.4,2.3,0,60,medium,0.65,0,none,0.0,,
504,2025-02-24,EU-East,home_appliance,5448.6,3.4,0,60,high,0.46,0,none,0.0,,
469,2024-01-11,,beauty,13846.44,1.4,0,0,high,0.5,1,freight_overrun,378.38,30.0,carrier surcharge applied
936,2025-03-08,EU-West,cleaning,2558.53,3.9,0,90,medium,0.85,0,none,0.0,,
273,2025-02-14,EU-West,cleaning,51629.08,1.7,0,30,low,0.47,0,none,0.0,,
798,2024-02-08,EU-West,beauty,3885.46,3.3,0,30,medium,0.77,0,none,0.0,,
421,2024-01-24,EU-North,pet_care,3569.25,2.4,0,0,low,0.53,0,none,0.0,,
493,2024-07-16,EU-North,beauty,7228.49,2.9,0,90,low,0.58,0,none,0.0,,
878,2024-04-11,EU-West,home_appliance,18092.11,1.0,0,90,high,0.43,0,none,0.0,,
563,2024-06-27,EU-South,beauty,14547.55,4.2,0,0,low,0.79,0,none,0.0,,
1109,2025-05-18,EU-South,beauty,9266.96,1.4,0,30,low,0.44,0,none,0.0,,
43,2024-11-29,EU-North,home_appliance,28371.91,9.5,0,60,medium,0.65,0,none,0.0,,
57,2025-02-25,EU-East,home_appliance,21381.03,3.9,0,30,low,0.54,0,none,0.0,,
1112,2024-05-10,EU-East,beauty,5610.4,4.4,0,30,low,0.73,0,none,0.0,,
666,2024-12-01,EU-North,pet_care,20667.1,10.2,0,60,high,0.39,0,none,0.0,,
133,2024-05-07,EU-East,beauty,2723.07,1.3,0,30,high,0.77,0,none,0.0,,
784,2024-10-06,EU-North,home_appliance,10180.56,5.1,0,0,medium,0.72,0,none,0.0,,
842,2024-01-31,EU-North,home_appliance,3880.5,2.6,0,60,medium,0.13,0,none,0.0,,
39,2025-05-15,EU-West,pet_care,14605.28,3.0,0,60,medium,0.0,0,none,0.0,,
307,2024-04-22,EU-West,home_appliance,11391.19,1.7,0,60,low,0.48,0,none,0.0,,
489,2025-05-22,EU-East,pet_care,5217.62,6.8,0,60,low,0.4,0,none,0.0,,
1254,2024-10-22,EU-North,cleaning,4798.8,5.0,0,30,medium,0.4,0,none,0.0,,
541,2024-02-24,EU-South,home_appliance,5788.22,2.8,0,60,low,0.09,0,none,0.0,,
271,2024-02-15,EU-West,home_appliance,8190.44,6.2,0,30,low,0.41,0,none,0.0,,
409,2025-05-13,EU-West,beauty,17764.02,2.7,0,60,low,0.54,0,none,0.0,,
463,2024-08-14,,pet_care,6623.84,4.5,0,90,low,0.24,0,none,0.0,,
1233,2024-01-06,EU-West,pet_care,3312.33,2.8,0,30,low,0.51,0,none,0.0,,
167,2025-01-30,EU-South,home_appliance,7433.64,4.9,0,60,medium,0.51,0,none,0.0,,
771,2025-04-07,EU-West,beauty,14503.06,2.7,0,90,high,0.23,0,none,0.0,,
72,2024-09-05,EU-East,home_appliance,3777.32,5.7,0,30,medium,0.79,0,none,0.0,,
946,2024-12-15,EU-West,home_appliance,7231.47,6.9,0,90,medium,0.19,0,none,0.0,,
1096,2025-03-26,EU-East,beauty,5754.05,1.5,0,30,low,0.47,0,none,0.0,,
976,2024-11-21,EU-North,home_appliance,10471.63,12.0,0,0,medium,0.42,0,none,0.0,,
534,2025-01-11,EU-North,pet_care,7876.43,4.8,0,30,low,0.83,0,none,0.0,,
1132,2024-07-28,EU-East,cleaning,14676.47,0.9,1,0,medium,0.19,1,freight_overrun,364.43,56.0,
1318,2025-05-23,EU-West,pet_care,12874.59,10.3,0,60,high,0.56,0,none,0.0,,
1321,2025-03-03,EU-East,beauty,14944.74,1.1,0,30,medium,0.67,0,none,0.0,,
684,2024-10-09,EU-East,home_appliance,9129.49,1.4,0,0,medium,0.45,0,none,0.0,,
1131,2025-06-01,EU-South,cleaning,12339.12,4.5,0,30,low,0.98,0,none,0.0,,
667,2024-03-25,EU-South,beauty,3425.54,1.8,0,30,high,0.71,0,none,0.0,,
317,2024-11-06,EU-West,home_appliance,7216.87,3.8,0,0,high,0.54,0,none,0.0,,
1352,2024-01-25,EU-South,cleaning,16785.16,4.3,0,90,low,0.35,1,dispute,2149.88,53.0,buyer disputes invoice
1199,2024-05-23,EU-West,pet_care,22921.05,6.3,0,60,high,0.44,1,freight_overrun,,40.0,carrier surcharge applied
5,2024-07-29,EU-West,home_appliance,5529.95,0.5,1,30,high,0.44,0,none,0.0,,
1209,2024-05-25,,cleaning,24724.28,3.3,0,60,low,0.42,0,none,0.0,,
1339,2024-07-20,EU-South,cleaning,1589.96,4.3,0,60,low,0.45,0,none,0.0,,
747,2024-08-26,EU-West,home_appliance,18252.18,5.7,0,60,low,0.35,0,none,0.0,,
582,2025-06-16,EU-East,beauty,17012.84,1.4,0,0,medium,0.74,0,none,0.0,,
569,2024-05-27,EU-West,beauty,13894.53,4.9,0,90,medium,0.77,0,none,0.0,,
526,2025-05-22,EU-West,home_appliance,30587.21,12.3,0,0,low,0.95,0,none,0.0,,
689,2024-07-26,EU-North,cleaning,12920.63,5.6,0,60,low,0.7,1,return,,96.0,buyer returned partial shipment
879,2025-04-03,EU-North,pet_care,22790.88,2.2,0,90,medium,0.46,0,none,0.0,,
1045,2024-01-09,EU-West,beauty,5106.76,5.7,0,60,low,0.36,0,none,0.0,,
1237,2024-12-11,,beauty,6199.12,5.6,0,30,medium,0.88,1,dispute,1058.36,73.0,chargeback pending
1047,2024-10-19,EU-West,home_appliance,35504.52,6.3,0,90,low,0.47,0,none,0.0,,
453,2024-01-24,EU-North,beauty,3657.6,5.9,0,30,low,0.7,0,none,0.0,,
95,2024-09-17,EU-West,beauty,19523.0,0.8,1,90,high,0.05,0,none,0.0,,
96,2024-02-04,EU-North,cleaning,4929.62,1.5,0,30,medium,0.57,1,return,,99.0,goods sent back
518,2025-03-12,EU-North,cleaning,12574.2,3.2,0,90,medium,0.23,0,none,0.0,,
984,2025-01-15,EU-East,home_appliance,16114.72,2.5,0,30,high,0.5,1,return,602.62,14.0,
748,2024-05-05,EU-East,pet_care,21098.61,3.1,0,0,medium,0.34,0,none,0.0,,
154,2024-02-22,EU-East,beauty,13294.85,1.4,0,30,high,0.33,0,none,0.0,,
996,2024-12-10,EU-East,pet_care,7613.23,1.0,0,60,medium,0.36,0,none,0.0,,
768,2024-05-10,EU-West,beauty,31372.23,0.4,1,30,high,0.0,0,none,0.0,,
1025,2024-02-18,EU-North,pet_care,12235.95,10.0,0,60,low,0.34,0,none,0.0,,
59,2024-11-07,EU-West,pet_care,14650.51,2.7,0,0,low,0.77,0,none,0.0,,
464,2024-12-31,,beauty,22346.99,7.0,0,0,medium,0.7,0,none,0.0,,
1145,2024-04-21,EU-East,beauty,12414.29,8.2,0,60,medium,0.45,0,none,0.0,,
62,2025-04-24,EU-East,beauty,6307.58,0.6,1,30,medium,0.08,0,none,0.0,,
900,2025-05-24,EU-East,cleaning,25221.84,2.7,0,60,medium,0.59,0,none,0.0,,
25,2024-11-07,EU-North,beauty,6812.65,4.4,0,30,high,0.46,0,none,0.0,,buyer queried ETA
1384,2025-03-16,EU-South,beauty,16528.6,1.3,0,30,low,0.73,0,none,0.0,,
877,2024-08-29,EU-West,beauty,2705.63,3.8,0,0,medium,0.53,1,late_payment,106.88,63.0,payment delayed
916,2025-02-07,EU-South,home_appliance,16372.61,2.8,0,0,medium,0.57,1,dispute,2193.69,65.0,buyer disputes invoice
298,2024-10-21,EU-South,cleaning,13915.7,4.1,0,90,low,0.4,0,none,0.0,,
245,2024-08-12,EU-North,home_appliance,8630.56,1.9,0,30,medium,0.54,0,none,0.0,,
26,2024-07-02,EU-West,beauty,18442.06,2.5,0,30,medium,0.6,0,none,0.0,,
223,2024-01-08,EU-North,pet_care,4070.97,4.2,0,60,medium,0.37,0,none,0.0,,
927,2024-05-29,EU-West,home_appliance,8793.87,2.4,0,60,medium,0.24,1,dispute,1382.48,110.0,
106,2025-04-11,EU-North,beauty,16519.05,2.1,0,60,low,0.41,0,none,0.0,,
651,2024-09-03,EU-East,pet_care,3346.0,2.9,0,30,low,0.7,1,dispute,556.87,35.0,
510,2025-03-29,EU-West,pet_care,3847.17,0.6,1,60,medium,0.09,1,freight_overrun,229.64,24.0,carrier surcharge applied
132,2024-01-05,EU-South,home_appliance,14773.2,3.5,0,30,low,0.52,0,none,0.0,,"minor delay, no cost"
888,2024-10-29,EU-West,cleaning,40760.81,5.1,0,0,medium,0.33,0,none,0.0,,
709,2024-02-09,EU-East,home_appliance,7369.2,5.0,0,60,high,0.41,0,none,0.0,,
509,2024-07-30,EU-East,pet_care,5482.59,2.2,0,60,low,0.26,0,none,0.0,,
1396,2024-10-23,EU-West,beauty,9415.18,2.8,0,60,medium,0.39,0,none,0.0,,
76,2024-02-19,EU-West,beauty,6811.33,2.4,0,0,medium,0.54,1,dispute,5729.54,76.0,quality complaint raised
37,2024-07-07,EU-West,home_appliance,7337.14,2.5,0,60,medium,0.45,0,none,0.0,,
1230,2024-10-28,EU-West,home_appliance,4764.31,4.4,0,30,medium,0.65,0,none,0.0,,
58,2024-10-22,EU-East,beauty,15881.73,2.0,0,60,high,0.68,0,none,0.0,,
197,2025-04-15,EU-East,home_appliance,5833.35,3.5,0,30,low,0.49,0,none,0.0,,
1154,2025-03-05,EU-West,pet_care,3679.52,6.2,0,60,low,0.2,0,none,0.0,,
729,2024-10-07,EU-East,home_appliance,25686.5,1.6,0,60,medium,0.36,0,none,0.0,,
586,2025-03-02,EU-North,pet_care,17071.76,3.6,0,0,low,0.63,1,freight_overrun,346.15,79.0,
478,2024-11-25,EU-North,home_appliance,13717.53,1.4,0,0,low,0.67,0,none,0.0,,
87,2024-03-21,,pet_care,9960.89,4.0,0,90,medium,0.55,0,none,0.0,,
335,2025-06-22,EU-West,pet_care,3295.23,3.1,0,0,medium,0.73,1,return,1238.97,13.0,QC reject on arrival
942,2024-03-29,EU-South,home_appliance,10464.78,0.6,1,30,high,0.3,0,none,0.0,,
1079,2024-12-18,,beauty,9471.43,5.2,0,30,medium,0.72,1,late_payment,125.22,66.0,remittance overdue
780,2025-05-23,EU-South,pet_care,9489.45,2.1,0,60,low,0.3,0,none,0.0,,
1082,2025-03-10,EU-South,home_appliance,8020.73,3.5,0,60,medium,0.68,0,none,0.0,,
1087,2024-11-06,EU-North,cleaning,7860.95,6.6,0,30,low,0.5,0,none,0.0,,
539,2024-08-27,EU-West,home_appliance,19394.9,2.2,0,30,low,0.89,0,none,0.0,,
665,2024-06-12,EU-West,beauty,6008.12,2.8,0,90,low,0.27,0,none,0.0,,
419,2025-05-04,EU-West,beauty,64230.56,4.0,0,60,high,0.33,0,none,0.0,,
1065,2025-01-31,EU-West,home_appliance,8480.64,3.9,0,30,medium,0.69,0,none,0.0,,
1306,2024-04-26,EU-South,beauty,3603.23,4.9,0,0,high,0.45,1,freight_overrun,608.8,62.0,extra freight billed
1043,2025-05-18,EU-North,home_appliance,12868.99,2.0,0,30,low,0.69,0,none,0.0,,
557,2024-07-09,EU-West,beauty,6580.75,4.3,0,30,medium,0.57,0,none,0.0,,
1183,2025-06-12,EU-West,home_appliance,12408.76,3.6,0,90,low,0.33,1,late_payment,262.33,28.0,payment delayed
1009,2024-08-21,EU-North,home_appliance,3081.8,11.4,0,30,low,0.48,0,none,0.0,,
716,2024-09-17,EU-West,pet_care,16397.07,5.0,0,90,low,0.45,0,none,0.0,,
1197,2024-02-03,EU-West,home_appliance,13063.02,6.9,0,0,low,0.73,0,none,0.0,,
